"review_id","company","product","review_text","sentiment_label"
"BigV129","Amazon","Electronics","My daughter loves it! I use it to keep her busy with educational games and she loves being on it!","very positive"
"The Plainsman","Amazon","Electronics","This thing is garbage! Do not buy This thing is garbage! Do not buy! It is the slowest charger I've every had. It is NOT a fast charger. It is a disgrace that Amazon is offering this product as a fast charger, and discontinued the previous all black square, blocky fast charger which really was a fast charger. This thing is NOT a fast charger. Save your money. Amazon needs to seriously check their supplier, the manufacturer of this junk.Advertising this thing as a fast charger is totally deceptive.","very negative"
"Nysr","Amazon","Electronics","Not good Picture quality is not good. I don't like this product","somewhat negative"
"wndll","Amazon","Electronics","A physical commercial Bought these for my kids for the holidays. No you tube app installed, so you have to find a 3rd party substitute. Ads pop up all the time, with an option to remove them for $15. Amazon states that since I purchased the tablet on sale for $15, this is how they can afford to compensate for that revenue. I would have returned them had we been able to find the receipt.Maybe a good product, but not for us.","very negative"
"Djean","Amazon","Electronics","Not for those who wants to read free ePub books I bought this tablet to read Free Epub books that I have, but it didn't allow me to even look for the books, so I have it returned and exchanged for a cheaper one that still does a better job for those who wants to read free Epub books","somewhat negative"
"Boots","Amazon","Electronics","Transfer library books via USB I purchased this ereader because it stated you could get library booksvia USB cord (and Wifi if you are near one). I do not have Wifi andthe USB would not transfer. Tried everything, neighbor tried, readinstructions, viewed YouTube. But it wouldn't work. Took it back but it was beyond 15 days and they would only give me credit. I then upgraded to Wifi 3g and that better work for the extra money. Very disappointed as I felt I had no other choice.","very negative"
"grandma4","Amazon","Electronics","Light weight I like the light weight and enjoy reading out side again","very positive"
"Sylvy","Amazon","Electronics","Good I recommend this item and it works great. Go for it.","somewhat positive"
"Adam","Amazon","Electronics","Great for Reading at Night I bought this primarily for reading at night without a nightlight as to not disturb my wife. It has been perfect for that and normal reading conditions. I was nervous to move away from actual books, but it has not been as bad as I initially thought.","very positive"
"lgbrit8","Amazon","Electronics","Good but slow The tablet is nice but the internet source takes forever to load so it is just easier to use a standard computer or phone to surf the web or get on Facebook, etc.","neutral"
"AK58","Amazon","Electronics","Best for an adult I bought this originally for a younger child to download apps for learning for school and for a few games. It works well, no issues with that, but it is a little harder for him to navigate. From my standpoint, it is smooth and operates the way I expect it.","neutral"
"Sanket","Amazon","Electronics","Perfect for kids! I like the covered protection it has and also it comes with 2 years replacement so no need to worry. It has fire os so apps won't be much but there are enough apps for kids .","very positive"
"Amazon Customer","Amazon","Electronics","One Star Pretty dumb that you have to.buy a charger port","very negative"
"Alleycat","Amazon","Electronics","Good for kids Affordable tablet for kids to use. Great deal!!!!!!","neutral"
"RichinWoostah","Amazon","Electronics","Acceptable for the price Love everything about the unit except that it gets hot when used for 10 to 15 minutes. Hope it doesn't burn or explode.","somewhat negative"
"Urban","Amazon","Electronics","I love it I like the ipad its very helpful my son has learned alot and i hope that it will help other kids too as they prepare for pre k","neutral"
"Sailor0411","Amazon","Electronics","Battery Port Sucks The kids were loving these as Christmas gifts but here we are 6 months later and the battery charging port barely even works. We have to hold the charging cable at a certain angle for it to even charge. I wasn't expecting a super long life out of these tablets at $39.99 a pop but should've lasted longer than 5-6 months. Very upset with 4 sad kiddos.","very negative"
"GaryB","Amazon","Electronics","Not What She Wanted My wife wanted an iPad. I bought her this because it was cheaper and good for reading and playing games. She uses iOS products so it's not compatible. She hardly ever uses it. Next time I'll get what she wants and not waste my money.","somewhat negative"
"Peacockmorgan","Amazon","Electronics","POOR QUALITY I bought this tablet for my son and I don't like it. The touch screen is very poor quality. It's hard to move things around on it when he is playing a game. He prefers my iPad than to use his own. I know the iPad quality is probably the best quality but it's way under that! Very frustrating. Will be returning it.","somewhat negative"
"guyfromage","Amazon","Electronics","What a piece of junk Except unlike the Millennium Falcon this doesn't have it where it counts. Software is a mess. I didn't expect much from a $50 tablet but man was it painful to use.","very negative"
"Tasha","Amazon","Electronics","An ok tablet The tablet periodically shuts off for no reason. I have contacted Amazon but their only suggestion was to reset to factory default.","somewhat negative"
"Mike","Amazon","Electronics","Amazon tablet Tablet had trouble from the begging it kept restarting and rebooting I had to return it.","somewhat negative"
"disapointed","Amazon","Electronics","REQUIRES BUYING many things including space Didn't know you had to buy space and many other things for this item to work.","very negative"
"farmer12","Amazon","Electronics","games are challenging I enjoy the games and Internet access on the Amazon tablet.","very positive"
"Scooter","Amazon","Electronics","Not As Expected As a charger, it works but is nothing special. With a Mk 1 Kindle Fire, it doesn't seem to charge any faster than the standard charger. And NO CABLE is included!! A Kindle-specific cable must be purchased separately! This is not mentioned in the descriptions.","very negative"
"Mrcool","Amazon","Electronics","Operating system. Wasnt really impressed with the operating system. Was hoping it was more of android style. Not so much.","somewhat negative"
"Michael","Amazon","Electronics","Terrible I bought this because I have ebooks in college. Not only could I not get my ebook. I called the school IT department. They could not either. My semester was already started. The sales representative at the store told me this is what I needed. I ended up buying a tablet from my phone carrier and my ebooks were right there in less than 5 minutes with the schools IT department help.","very negative"
"TonyD","Amazon","Electronics","Good working tablet This tablet has been very satisfactory in functionality. Good cushioning on the outer case (better than another tablet I had purchased previously), still pictures & video are pretty good. No problems with accounts, parental controls & wireless connection. Overall a good tablet for kids.","somewhat positive"
"njsurfer1970","Amazon","Electronics","Nice tablet for a beginner !! It's a nice fast table with upgradable memory. App store provided by amazon is ok limited good apps. It's not google or IOS store but still ok. Screen resolution is great in HD streaming work really well. I recommend this tablet because it is also easy to hold, very thin and light.","somewhat positive"
"Grandmato5","Amazon","Electronics","Great size for reading I had an older Kindle but it got a virus. The only thing I have against this one is that it gets very hot. Best Buy did not carry covers for it.","somewhat positive"
"Olmanots","Amazon","Electronics","Great for Amazon Prime members only As an Amazon Prime media consumption device it can not be beat for the price. If you are not a Prime member don't bother. Put the fifty bucks toward an iPad which can't be topped for a media device.","very positive"
"ShayEric","Amazon","Electronics","Excellent I enjoy it. It's gray for reading and working out.","somewhat positive"
"LuanneKM","Amazon","Electronics","loved it was a great purchase. loved the color and the camera feature","very positive"
"Kindle Customer","Amazon","Electronics","Device does not seem to be charging my Kindle - maybe its broken I bought this charger Nov 28 2015. It's now Jan 1 2016 (a little over a month later) and the device doesn't charge my kindle any longer. I have the kindle shutdown and allow it to be plugged in for multiple hours. After I take the charger off and start to use my Kindle within 30 minutes I see the Low Battery message. If I use the charger that came with my Kindle for the same amount of time I don't see the Low Battery message as quickly as I did with this charger. Not sure what's going on but makes me think I have a faulty device -- costs a lot of money for something that doesn't work any longer than 1 month","very negative"
"Chris","Amazon","Electronics","Solid reader with extra functionality This is my 3rd Amazon tablet. Excellent reader. I read about 100 books a year so the tablet coupled with the Amazon service makes for an outstanding combo","somewhat positive"
"MinecraftSweeper","Amazon","Electronics","Nice All Arround Tablet Currently this is the fifth version of the Kindle Fire that I purchased since they came out. Purchased this one due to its ability to maximize storage with a SD card unlike the other ones I have. It seemed to not run as smooth as my Kindle Fire HDX once I started adding apps to it which is not a problem for me since I use other tablets for that. This was mainly purchased to download shows and movies from Amazon Prime to watch offline.","somewhat positive"
"SpedaleJr","Amazon","Electronics","Does the job Got 3 of them, great cost for what you get. My kids are down to only one left. Killed 2 of them sadly. Setting up can be a pain. Kids keep asking to add more apps. You have to delete the old to add more. I'm starting to dislike them more then the kids like them.","neutral"
"KeKe","Amazon","Electronics","Poor I would never buy another Amazon product personally. It works well but I'd rather use the rca over this. Personal preference has nothing to do with quality","somewhat negative"
"zimnel91","Amazon","Electronics","Nice tablet for under $60.00 The tablet works nice for reading and surfing the internet. It also has decent choice of games to download from Amazon. It also plays video decent, but the resolution on the screen on the screen is a little lacking, It is not an iPad Air, but as a basic tablet it functions well for the price.","somewhat positive"
"Toshalee","Amazon","Electronics","So disappointed doesn't play Netflix So I bought my little guys these tablets... so that I could repossess my IPad. Love the free time app but who could've imagined they wouldn't play NETFLIX!! So now... I'm out the money for the tablet and still don't have my iPad back... and yes, I called Amazon numerous times... they work after the fix, but the next time they go to use them they don't work again... the fix takes several minutes as it's force stopping the app, clearing cache then doing a hard restart... then you have to wait to restart Netflix.... oh and sometimes you have to do it numerous times before it works... if it works at all...","somewhat negative"
"kindle","Amazon","Electronics","kindle fire This is my 3rd kindle and my last-i'm moving on to something better!For me -following all packaging insert guidelines-they only lasted a year at the most.","very negative"
"Preston2","Amazon","Electronics","Great product! Great quality and easy to use! Can't beat the price either. We bought two of these and a little over a month ago and they operate very smoothly. We use them for streaming shows, movies, playing games and surfing the net. I have nothing negative to say about this product.","very positive"
"Bestgift","Amazon","Electronics","Gift It was a nice gift to give for the price.the person looked it to add to rest of Amazon products.","very positive"
"foxtrtr","Amazon","Electronics","Ok tablet If you're just going to read and play a game or two, maybe surf the internet a bit, this is an ok tablet. But if you are a heavy user, I'd tell you to pass on this tablet because it won't keep up with your surfing/games/e-mail.","neutral"
"darkangel","Amazon","Electronics","Very good hardware, fast. Like the hardware. Both box and the remote control is very aethetic and nice to use. processor is fastest by the time I bouth it and still fast enough for my system. Liked that I could install android apps.I wish they implemented NTFS for the microSD card file system. It is limited to FAT32 that limits a file size less thn 4GB. No power off switch is another bummer. But overall I chose this over Roku 3 (or even 4).","somewhat positive"
"floridapete","Amazon","Electronics","Amazon Voyage dead trying to update software My Kindle Voyage is nearly 16 months old and worked perfectly. I kept receiving emails from Amazon about the software update. I switched off airplane mode, switched on wifi and shortly after the screen locked up. I have tried everything with customer support and they now tell me I will have to buy a new one. I am very annoyed. If I had left the software as it was my Kindle Voyage would still be working.","very negative"
"Smith","Amazon","Electronics","Great item We love the Echo. You ask it questions and you will get an answer","somewhat positive"
"23simply","Amazon","Electronics","Nice product She is like my personal assistant, but I wish she is as smart as Siri... but since there is no one else like her, she will do for now.","neutral"
"Girish","Amazon","Electronics","Average The usablity wise good but install the Google store is messy","neutral"
"MartiAn","Amazon","Electronics","A good cheap tablet. I bought this as a gift to my parents. The unfortunate part was that I was a little misinformed about the connectivity between the tablet and a chrome cast that I purchases as well as part of the gift. The tablet is not compatible with the table and that was a little disappointing. Other than that, it's an alright product.","neutral"
"Kindle Customer","Amazon","Electronics","Two Stars It was doing a great job charging my kindle, but now it takes almost all day to charge.","somewhat negative"
"Snoop","Amazon","Electronics","Not bad You really can't go too wrong with this purchase because of the price. Works very well, but don't expect iPad quality. Does everything I've asked of it, but some web pages are harder to read partially because of it's small size (which can be handy) and it's lower resolution. It's a good second tablet and is better watching a movie on, then a smaller phone. Can throw it in a small travel bag and not feel you have to be quite so careful with it as you might be with a more expensive tablet.","somewhat positive"
"Maorosz","Amazon","Electronics","It's no iPad, but useful I bought one of these on Black Friday on impulse since it was $34.99 and I had a $5 certificate to use. I have a third generation iPad and am quite accustomed to using it and the App Store.Pros: OS is Android based and not too hard to pick up compared to Apple. I did find versions of a lot of favorite apps and games to download. It can take up to 128GB microSD card for expanding storage (only 8 GB built in). I got a 64 GB class 10 card at Costco for $20.Cons: screen resolution is only 1024 x 768, but I can't say it's super noticeable in normal use. Not all apps available even if an Android version exists. Much more useful if you have Amazon Prime as it ties directly to an Amazon.com account, and In fact you have to register the device before you can do much of anything on it. Battery life is not impressive either, with standby time in particular not great.For the price, it's a handy spare internet connected device. I'm not one to buy Kindle books, but the ones I do have are certainly easy to access and read.","neutral"
"BlackMoon","Amazon","Electronics","Just ok It is just an average tablet. Bit slow but is a good option for people on budget","neutral"
"Kendra713","Amazon","Electronics","Not too happy with this Amazon Fire tablet. I wanted a small tablet to read news and watch videos. I have Amazon Prime, so I figured why not, it is really cheap. Well, I believe you get what you pay for. This fire tablet froze on me, when I only had one thing open. I am very disappointed. It also is very slow when you rotate the screen. Ugh! I will be returning it.","somewhat negative"
"BigO","Amazon","Electronics","Poor charging Prior to using the device I decided to recharge it to 100% and was shocked to find out that it takes 6 hours. Unless you have a lot of time don't buy this device.","very negative"
"OBU86","Amazon","Electronics","Dead/Stuck Pixels Galore! I didn't expect a lot at this price, but I also did not expect both of my tablets to be riddled with dead/stuck pixels right out of the box. I have a third arriving in the mail and am just praying that I am at least good for 1/3. Waiting on its arrival before doing the trip for return/replacement just in case that one needs to go as well. Maybe just bad luck, but definitely worth noting for anyone who may also be inconvenienced by having to do a return.Everything else seems good though when you can look past the display issues, but may be worth waiting until these defective lots have been disbursed and the issues have been corrected.I am sure if you don't have these display issues that the product deserves more than 2 stars, but if you can see things from my perspective it is kind of difficult to recommend this to anyone for the time being. If the display did not have these pixel issues I could see this easily being a 4 Star recommendation. If you do a little research you will see that there are definitely some lot numbers that are more problematic than others, so this is not just a rare incident. If it is for you and you plan to grab one from a brick and mortar location, do yourself a favor and just boot it up before you drive home. :)","somewhat negative"
"Rocky","Amazon","Electronics","great tablet for kindle users if you know the workarounds of the amazon kindle environment, this tablet is a good choice. cheap, lightweight and the expandable memory are the best features.","somewhat positive"
"Jenny","Amazon","Electronics","We love Alexa! It is awesome to be able to address Alexa and ask her to do things like play a song or turn on the lights while my hands are wet or I am busy.","very positive"
"Danielle","Amazon","Electronics","Small screen for books and videos The tablet itself was nice, but the screen was to small for books, videos, and minecraft.","neutral"
"Sundown","Amazon","Electronics","Not bad Works fine for what I wanted it for. Using as a remote for my home automation and entertainment system","neutral"
"Sunny","Amazon","Electronics","Good tablet for reading and internet The Kindle I purchased is a good and expensive tablet useful for reading and internet. It does have a lot of apps already loaded that I do not plan to use and do not know how to delete. I mainly use the Kindle Fire for Facebook and occasionally get on the internet.","somewhat negative"
"Scott Hanel","Amazon","Electronics","It DOESN'T Work My adaptor doesn't work. Maybe I'm doing something wrong but there are no instructions. It looks pretty simple. So it just simply doesn't work.","very negative"
"FirstTimer1","Amazon","Electronics","Great tablet for the money It's okay for a beginner tablet to me. Not enough apps for purchase. I like the play store better.","neutral"
"BillBoB","Amazon","Electronics","For a child They make a great child proof cover and the battery life is descent so far","neutral"
"Cyndy","Amazon","Electronics","Love the kindle paperwhite! It is a joy to read. I love the nonglare. The size. Everything about it.","very positive"
"Workingmom","Amazon","Electronics","Disappointed I picked this up on Black Friday and ended up returning it the following week. This may be greater for an e-reader but can't replace a tablet for emails / amazon shopping.","very negative"
"Steve0001","Amazon","Electronics","Great for people new to tablets I got this around the holidays and I'm happy with the quality of the image and videos. You may be just fine with not having as Amazon Prime membership and just use it for light web browsing. The screen gets easily smudged but for the price, it's a great value.","somewhat positive"
"Tabby","Amazon","Electronics","Great tablet for price Very easy to use. price is great . Very fast . My grandkids use it by them self. Videos look very good","very positive"
"Kindle Customer","Amazon","Electronics","This one isn't as sturdy as the origami case and slides so that my ... I only bought this because you can't get the origami case in this size. This one isn't as sturdy as the origami case and slides so that my kindle falls down a lot :(","somewhat negative"
"Camster","Amazon","Electronics","Well Made This product is well made, durable and reliable. I have had good experiences with this manufacturer. I recommend this manufacturer and this particular product. This product does exactly what I need it to do. Super easy to use. I have used other manufacturers in the past but have not always been satisfied. I am happy with this product.","neutral"
"gstwt","Amazon","Electronics","No FOX sports network (FS1) without a paid cable Basically has almost the same content as a Roku 3 would provide, but in a much more clunkier menu. I can get a better Amazon menu layout via the Amazon app on the Roku 3. Also for those that were hoping to pick up some extra football via FOX sports network (FS1), that is not happening. You can add the channel free, but in order to watch any content you will still need a cable or satellite subscription which defeats the whole purpose of adding the app for us cord cutters. There is NO way I am signing back up for cable or satellite. I wish FS1 would get with the program and offer a separate subscription such as HBO and Showtime do. It's a thumbs down for me.","very negative"
"Matt","Amazon","Electronics","Can be slow I was really hoping that this would be faster than some other inexspensive tablets I've had. I mainly use it for email though and it does the job.","somewhat positive"
"bryren","Amazon","Electronics","DOES WHAT IS SAYS IT WILL DO The best part is it keeps learning. I use it a lot for my hue lights and separate radio from my Sonos","very positive"
"Susan","Amazon","Electronics","My new best friend! With skills too numerous to count, and more being added all of the time, the Amazon Echo is the most useful and used electronic in my house. The sound quality is excellent. Alexa always answers when I call, does what I ask, is always pleasant, and never asks for money! My new best friend!","very positive"
"Emeril","Amazon","Electronics","Awesome devise & easy to use Great product & price, especially for gift giving (especially for children).","very positive"
"jaygee","Amazon","Electronics","very nice reader love the fire 7, perfect size, very light, i have it with me all the time.","very positive"
"theonlyrealmj","Amazon","Electronics","Great for the price This is a great low end tablet and it is sold at an amazing price.","somewhat positive"
"Brent","Amazon","Electronics","Decent, don't rely on the TV comercials... Alexa is great when asking about the weather, or when wanting to play some music quickly. However, majority of the questions I ask it cannot find. I think that the questions are pretty simple too. She will answer questions with direct answers like whats 2+2 but if you go much further she wont respond.","neutral"
"easyg","Amazon","Electronics","Kindle Fire Bought this one as a Christmas gift. Employee was very excited to receive and still loves the tablet.","very positive"
"Tonyrome","Amazon","Electronics","it's just ok for a tablet it's just ok for a tablet, it doesn't have google play store of course which limits a wide variety. I would think by now they would offer most of the play store apps but nope. It's slow and browser doesn't load pages with flash or graphics good. poor camera. but it functions ok for a cheap tablet. i didn't expect a lot, but did expect better from kindle.","neutral"
"ChrisHG17","Amazon","Electronics","Simply doesn't work. Feels cheap Bought the fire TV excited about the 4K support. The first night it refused to load video content. I could only stream music. Now it refuses to load at all. It has completely stopped responding to the remote. Remote feels cheap.","very negative"
"Amazon Customer","Amazon","Electronics","Stay away. It is included. Do not pay attention to their ad. It says the plug is not included with the kindle and it absolutely is. If they lie about this sort of thing what else do you think the lie about. Steer clear these guys are rip off artist.","very negative"
"Froggie3","Amazon","Electronics","bad it is not free everything . have to pay and had return it to best buy store . wish free everything without cents . sorry","very negative"
"rabbit","Amazon","Electronics","Fits perfectly in my hand I wish it has some more of the apps from the play store some are just not there","neutral"
"jujy","Amazon","Electronics","Great for kids I bought this tablet for my son (10 years old) and he loves it perfect price and size for him... With Amazon's underground app store he has almost unlimited amounts of free games he can download and also movies with the external storage is perfect.","somewhat positive"
"Calvodos","Amazon","Electronics","Great for the $ Slow and has issues recognizing the sd card. I have enjoyed it however.","somewhat positive"
"reviewer1","Amazon","Electronics","AmazonFireTV Easy set up but did not meet my needs of being able to access Spectrum app. .","somewhat negative"
"KindleFireIsJUNK","Amazon","Electronics","SPAM Edition SPECIAL OFFERS means there are popup ads when you turn on the Kindle for games and books. I called amazon and they want me to pay $15.99 to turn this off! I am returning this and buying another brand of tablet. I am DONE with amazon they will never get a dime from me!","very negative"
"Ray31","Amazon","Electronics","This thing is cool I love the voice command and online resources !!!!","somewhat positive"
"Mickyfinn","Amazon","Electronics","Good value but Good unit. But i have to reconnect the wifi often when using netflix","neutral"
"Amchatte","Amazon","Electronics","Good package for specific needs The Echo has the best integration in to Amazon for shopping purposes. It also some excellent integration with other smart devices such has Logitech Harmony and Smart Things. However, it is not quite as intuitive as the Google Home device or able to answer as many questions. So, overall, good for home automation. Not so much for asking general questions.","somewhat positive"
"MomPhillips","Amazon","Electronics","Great inexpensive tablet This tablet was purchased as a Christmas gift and our nephew absolutely loves it.","very positive"
"Dwaynevj","Amazon","Electronics","OK for the price, only if you get rid of Amazon's I bought this tablet and used it for two days and felt like returning it. It didn't have play store, amazon' s version of Android literally kills the processor and makes it too slow. Web browsing through silk browser was a pain. It took for ever to load even simple pages like google. Apps were all useless, and the only thing you could do is listen to preloaded music( not streaming music) and read ebooks. Anyway, I changed my mind in the last minute and decided to root it. Installed slimLp and got rid of Amazon's junk, and it made a huge difference. The performance is way better and it actually works like a decent tablet now. It's a great tablet for the price only if its rooted. If you have no idea of rooting or don't like to risk it, its not worth a penny! Its a good buy if you plan on rooting it.","somewhat positive"
"Gwydo","Amazon","Electronics","Smart home Works great with my harmony remote, but she is not very smart. Siri works better for most items.","somewhat positive"
"Sharpvet","Amazon","Electronics","It streams your content Although I had a Roku three that did most of what I needed, Playstation Vue isn't available but it is available on the Fire TV. If you have a prime membership, this is probably for you. If you are one of the people that don't like me, this is nothing but a way for amazon to get you to buy more stuff from them. You can't set the menu's to only show the content that you own and the apps that you have downloaded can't be put first on the list.","neutral"
"Tnay","Amazon","Electronics","Not what I need. I can't update Facebook and a few other apps. It's not what I expected.","somewhat negative"
"AnthonyZ","Amazon","Electronics","Okay sound I returned it because I wanted better sound...opted for a bose soundlink. Decent speaker with nice amazon prime/Alexa features...just not the sound I was looking for.","neutral"
"supashaq","Amazon","Electronics","Too small You get what you pay for. A small tablet, with OK specs. What was annoying about this tablet was the fact that you have to pay to remove offers. You shouldn't have to pay to remove bloatware.","neutral"
"Jen87","Amazon","Electronics","Love it Got it for my daughter and she loves it and I love the child age range usage","neutral"
"suzy","Amazon","Electronics","Not happy with the overall performance of product. Not happy that the product had no instruction book to go with it to help set it up. Not a big fan of the online tutorial. Had a really hard time in powering it off. Camera setting did not take very good pictures. DID NOT LIKE THE MULTIPLE ADS ON IT EVERY TIME I USED IT. FINALLY IT LOCKED UP ON ME AND I HAD A HARD TIME GETTING IT TO GO TO SETTINGS SO I COULD DO ANYTHING WITH IT. Probably will be returning this product to Best Buy.","somewhat negative"
"Tennisgal","Amazon","Electronics","Fair product for the price I looked at the reviews and they varied greatly. I didn't want an electric sharpener, so my choices were very limited. This pencil sharpener is adequate and suits my needs because I don't use pencils very often, but it is very slow and sounds like it's straining.","somewhat negative"
"Leather","Amazon","Electronics","Don't buy Bought two of them first one would not charge after the first day. The second one The screen went blank so I have to return it now only after a couple of days of use. Will not purchase any more of this kind.","very negative"
"122551","Amazon","Electronics","great gift STill learning all that goes with Alexa. I also appreciate the email updates on the product","somewhat positive"
"mir_","Amazon","Electronics","Not Necessary This is exactly like any other usb power charger, making it unnecessary. A basic charger used for an ipod works to charge the kindle fire within 3-4 hours.","very negative"
"tiger","Amazon","Electronics","non functional!!! horrible...just like the other 7 i have owned ONLY due to warranties","very negative"
"PaMaNi","Amazon","Electronics","Basic model with decent features Bought it for this Thanksgiving and for a decent price. Works decently and kids live this.","somewhat positive"
"Matt","Amazon","Electronics","Purchased for my 11yr old son.. This is perfect for him! Bought it as a reader for his books, which we either download from Amazon Prime or the local public library. Nice quality screen resolution, ease of use and durability are a plus.","very positive"
"Also","Amazon","Electronics","Give away Not much need for this thing, good price, but makes one wonder if they were on sale because they really don't do much and it would make a good gift for a youngster just getting started with a tablet. Not impressed at all.","somewhat negative"
"LUCKY","Amazon","Electronics","great for the price co worker told me about this device and the price, so i checked it out and was very happy.","somewhat positive"
"luvelectroniks","Amazon","Electronics","good product for kids Bought 2 of these for my 6 and 8 yr old and it said it came with 32gb storage but actual storage was a little less, cant remember exactly how much probably around 20gb with the other necessary programs that come already pre-installed. They mainly use it for games and have downloaded many games on them. There is room for external storage and it also has a front and rear camera. love the product. comes in different color as well. I got the blue!","somewhat positive"
"Jonathan Stewart","Amazon","Electronics","Should be included Amazon should include this charger with the Kindle. The fact that they're charging us extra for something that should be included is a sign of cheapness. Plus, you can use any micro-USB phone charger instead of this to charge your Kindle. Save your money.","very negative"
"Butch","Amazon","Electronics","Not able to downloan app We bought the tablet for work, but the only app we needed (free) never would download. After many tries and several hours, we gave up and took it back to the store.","somewhat negative"
"Sillybilly","Amazon","Electronics","Ok tablet I'm used to a n iPad so I wasnt impressed with the kindle. I found it hard to navigate","somewhat negative"
"JimBoy99","Amazon","Electronics","Coulda been a Contender... ...but WiFi isn't working great. I have love Amazon Kindles since my first one, replaced it with a 7 Fire HD, then got 7 Fires...multiple ones. Problem is the last 3 work with wifi for a while, then start having problems. Reset wireless modem worked for a while, then hard reset did, now won't work for wifi at all. Will keep trying, though.","somewhat negative"
"Good","Amazon","Electronics","Great I like this product this is a recommended item and I wo","somewhat positive"
"FreiRyder","Amazon","Electronics","Hello Alexa Enjoying easy selection of music and exploring her sense of humor. Have had many good laughs, from interesting interactions. Talk to her daily and my wife does not mind!","very positive"
"skypilot52","Amazon","Electronics","Nice Kindle Wife really likes it. Works great& likes the front & back camera.","very positive"
"JoeyD","Amazon","Electronics","Great for the price Easy setup..and for the price you get a solid company","somewhat positive"
"Tito","Amazon","Electronics","Great Tablet This is a very good tablet to have for reading or playing games.","very positive"
"Jack","Amazon","Electronics","Too difficult to figure out I spent more time trying get it functioning than I did actually keeping this product. After a couple of days and never getting it to understand or follow my commands I returned it to BB. Also it kept trying to sell me products which I really didn’t appreciate.","very negative"
"momof2","Amazon","Electronics","It never worked I'm thinking this must of been a fluke, it never worked. Had to return item but received full refund","somewhat negative"
"chaotious","Amazon","Electronics","Great Bought as a birthday present for my GF. She uses it daily, and loves it.Easy to use, and convenient for those who are afraid to go full touch screen(they prefer buttons).","very positive"
"Decker","Amazon","Electronics","Great Product This thing is awesome. Good volume, blends in with the room and is easy to setup.","very positive"
"MusicMan","Amazon","Electronics","Super Tablet Bought this to do reading and store PDFs. Great if you are a college student that has to read many articles. Good Luck!!!","very positive"
"Kelly","Amazon","Electronics","Love it! This is very nice! The paperwhite is great on the eyes!!","very positive"
"wclewis12","Amazon","Electronics","Great little reader It's a handy little tool to have for reading e-Books.","very positive"
"jasonata","Amazon","Electronics","Ok tablet Cheap functional tablet, slower than most if not all latest smartphones.","neutral"
"sAris","Amazon","Electronics","Very slow processor One of the worst purchases or investments you could make for technology.","neutral"
"Nannyjo","Amazon","Electronics","Grandson loves Bought for my 2 yr old grandson.. and he loves it has a lot of learning numbers alphabet and shapes","very positive"
"kato","Amazon","Electronics","very good tablet for the price this is my first tablet/iphone. It was confusing to learn how to navigate. after a few days of fustrution and watch/reading help sections I figured it out. there are alot of feature and apps I have yet to explore. I use it mainly to read and watch movies at work. I like it very much.","somewhat positive"
"Matt","Amazon","Electronics","It was cheap, but it's not a great tablet I picked this up on Black Friday when it was $30. It seemed like the parental controls would make it good for my kids. I'm not sold. While I can sideload the Google Play store, you can't access anything you download from the safety of the child's account. In addition, 8 GB is practically useless.","very negative"
"Megs","Amazon","Electronics","Great value This tablet is very user friendly. It was easy to use and a great value.","very positive"
"billjw","Amazon","Electronics","price is right price is right easy to read books onlots of apps available","somewhat positive"
"Dana2b","Amazon","Electronics","Fun It is fun for my whole family. It truly improves with learning","very positive"
"jason","Amazon","Electronics","horrible Nothing but problems after a month. Luckily I could take it back and get a credit for the kindle to put towards an ipad. It started off working fine then after a month it started losing internet connection randomly (while the old ipad had no problems). Then it stopped charging, never got past 1%. Tried different outlets, different android chargers. Nothing. Worthless","very negative"
"Wudy","Amazon","Electronics","Gift for my friend I bought this for my friend and I also like its shutterfly coupon. It is wonderful.","somewhat positive"
"Chris","Amazon","Electronics","ok, light weight but like old kindle fire better Still adjusting...had kindle fire and liked the ease of touch for turning pages, definitions and location in book. Paper weight is Much more difficult to maneuver, doesn't seem to be as touch sensitive as the fire. I have to repeatedly touch screen to get page to turn and definition accessibility also takes more work. Also, bookmarking doesn't seem to stay on page.","somewhat negative"
"Scarycarey","Amazon","Electronics","Good tablet for kids Ok tablet...decent size screen & graphics. Was hoping I could mirror my phone to it but it doesn't have miracast.","somewhat negative"
"MSfromSanDiego","Amazon","Electronics","If you can live within Amazon's ecosystem For the money, this tablet is an amazing piece of hardware. Well constructed, good fit and finish, good battery life.BUT putting non-Amazon software on the tablet is a pain, a real pain.I purchased this for my granddaughter and wanted two things, (1) YouTube and (2) Skype. It took about 2 hours to put these two apps on the tablet. In the end, I returned the tablet and purchased an Insignia (BB house brand) tablet instead.","somewhat negative"
"MikeySwift","Amazon","Electronics","Monster Box! 4K, quad core, 4GB ram, USB and MicroSD, voice remote...this box is a monster. Bonus if you are part of the Amazon Prime world...if not, still get one, it runs circles around AppleTV. Plus, these can be modded, if you are savvy enough.","very positive"
"Fievel22","Amazon","Electronics","Good for the price This is a pretty cool little device. Im able to download books through wireless and read them later at my convenience. Only drawback is I wish it had more storage. But for the price, it works good.","neutral"
"Ethanerik08","Amazon","Electronics","Meh After about two weeks I ended up returning this item. It constantly froze and when it was working it was no faster than my fire stick.The voice search was a joke. I'm pretty tied in to the Amazon ecosystem, I love my Echo, but I was disappointed with this device. And for a hundred dollars? No thanks.","somewhat negative"
